,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
56,00000003.txt,"michael hennessey sat down his beer-mug with an air of
argumentative disgust, and drew one sleeve across his glistening
beard.

",['argumentative'],"['beer', 'mug', 'air', 'disgust', 'sleeve', 'glistening', 'beard']",[{'disgust': ['argumentative']}],8.775136148380414
57,00000003.txt,"""

""so he is if he has any brains under his hat,"" returned snelling.
",[],"['brains', 'hat', 'snelling']",[],6.977100873237767
58,00000003.txt,"mr. perkins had spoken in his court-room tone of voice, with one
hand thrust into his frilled shirt-bosom.",['frilled'],"['court', 'room', 'tone', 'voice', 'hand', 'thrust', 'shirt', 'bosom']",[{'bosom': ['frilled']}],7.579144716709321
59,00000003.txt,"""it's only some of jeff stavers's nonsense.""

""no nonsense at all,"" said the new-comer, as he shook the heavy
beads of rain from his felt hat.","['new', 'heavy']","['nonsense', 'nonsense', 'comer', 'beads', 'rain', 'hat']","[{'comer': ['new'], 'beads': ['heavy'], 'hat': ['felt']}, {'comer': ['new'], 'beads': ['heavy'], 'hat': ['felt']}, {'comer': ['new'], 'beads': ['heavy'], 'hat': ['felt']}]",6.398381316876225
60,00000003.txt,"when the door behind
him softly opened and a young man, whose dress covered with
stone-dust indicated his vocation, appeared on the threshold.",['young'],"['door', 'man', 'dress', 'stone', 'dust', 'vocation', 'threshold']",[{'man': ['young']}],7.116059415481899
61,00000003.txt,"the oldest and
most pictorial thing in stillwater is probably the marble yard,
around three sides of which the village may be said to have sprouted
up rankly, bearing here and there an industrial blossom in the shape
of an iron-mill or a cardigan-jacket manufactory.","['oldest', 'pictorial', 'industrial']","['thing', 'stillwater', 'marble', 'yard', 'sides', 'village', 'blossom', 'shape', 'iron', 'mill', 'cardigan', 'jacket', 'manufactory']","[{'thing': ['oldest', 'pictorial'], 'blossom': ['industrial']}, {'thing': ['oldest', 'pictorial'], 'blossom': ['industrial']}]",6.964320498486849
62,00000003.txt,"the strict devotion to his personal interests which had enabled
mr. shackford to acquire a fortune thus early caused him to look
askance at a penniless young kinsman with stockings down at heel, and
a straw hat three sizes too large for him set on the back of his
head.","['strict', 'personal', 'penniless', 'young', 'large']","['devotion', 'interests', 'fortune', 'askance', 'kinsman', 'stockings', 'heel', 'straw', 'hat', 'sizes', 'back', 'head']","[{'devotion': ['strict'], 'interests': ['personal'], 'kinsman': ['penniless', 'young']}, {'devotion': ['strict'], 'interests': ['personal'], 'kinsman': ['penniless', 'young']}, {'devotion': ['strict'], 'interests': ['personal'], 'kinsman': ['penniless', 'young']}]",7.036879978885868
63,00000003.txt,"""there's a poor lawyer saved,"" muttered the old man, taking down
his overcoat from a peg behind the door, and snapping off a shred of
lint on the collar with his lean forefinger.","['poor', 'old', 'lean']","['lawyer', 'man', 'overcoat', 'peg', 'door', 'shred', 'lint', 'collar', 'forefinger']","[{'lawyer': ['poor'], 'man': ['old'], 'forefinger': ['lean']}, {'lawyer': ['poor'], 'man': ['old'], 'forefinger': ['lean']}, {'lawyer': ['poor'], 'man': ['old'], 'forefinger': ['lean']}]",7.286529994878321
64,00000003.txt,"but it's going to be rather difficult
to suit your tastes.",['difficult'],['tastes'],[],6.707960407388333
65,00000003.txt,"if you only had a drop of _his_ blood in your veins!""
and mr. shackford waved his head towards a faded portrait of a
youngish, florid gentleman with banged hair and high coat-collar,
which hung against the wall half-way up the stair-case.","['faded', 'florid', 'banged', 'high', 'half']","['drop', '_', 'blood', 'veins', 'head', 'portrait', 'youngish', 'gentleman', 'hair', 'coat', 'collar', 'wall', 'way', 'stair', 'case']","[{'portrait': ['faded'], 'gentleman': ['youngish', 'florid'], 'hair': ['banged'], 'collar': ['high'], 'way': ['half']}, {'portrait': ['faded'], 'gentleman': ['youngish', 'florid'], 'hair': ['banged'], 'collar': ['high'], 'way': ['half']}, {'portrait': ['faded'], 'gentleman': ['youngish', 'florid'], 'hair': ['banged'], 'collar': ['high'], 'way': ['half']}, {'portrait': ['faded'], 'gentleman': ['youngish', 'florid'], 'hair': ['banged'], 'collar': ['high'], 'way': ['half']}, {'portrait': ['faded'], 'gentleman': ['youngish', 'florid'], 'hair': ['banged'], 'collar': ['high'], 'way': ['half']}]",6.264100014804958
66,00000003.txt,"you can't
start a subscription paper, and play with shipwrecked mariner, you
know.""

""no, i hardly care to do that,"" said richard, with a good-natured
laugh, ""though no poor devil ever had a better outfit for the
character.","['natured', 'poor', 'better']","['subscription', 'paper', 'mariner', 'laugh', 'devil', 'outfit', 'character']","[{'mariner': ['shipwrecked'], 'laugh': ['natured'], 'devil': ['poor'], 'outfit': ['better']}, {'mariner': ['shipwrecked'], 'laugh': ['natured'], 'devil': ['poor'], 'outfit': ['better']}, {'mariner': ['shipwrecked'], 'laugh': ['natured'], 'devil': ['poor'], 'outfit': ['better']}, {'mariner': ['shipwrecked'], 'laugh': ['natured'], 'devil': ['poor'], 'outfit': ['better']}]",6.954500977053186
67,00000003.txt,"mr. shackford stood with his neck craned over the frayed edge of
his satin stock and one hand resting indecisively on the banister,
and richard on the step above, leaning his back against the blighted
flowers of the wall-paper.","['frayed', 'blighted']","['neck', 'edge', 'satin', 'stock', 'hand', 'banister', 'richard', 'step', 'back', 'flowers', 'wall', 'paper']","[{'edge': ['frayed'], 'flowers': ['blighted']}, {'edge': ['frayed'], 'flowers': ['blighted']}]",7.087860452115828
68,00000003.txt,"suddenly a slim dark fellow, who
had retained his paper cap and leather apron, halted and thrust forth
a horny hand.","['slim', 'dark', 'horny']","['fellow', 'paper', 'cap', 'leather', 'apron', 'hand']","[{'fellow': ['slim', 'dark'], 'hand': ['horny']}, {'fellow': ['slim', 'dark'], 'hand': ['horny']}]",8.860166434758796
69,00000003.txt,"certainly richard looked very seedy in his suit of
slop-shop clothes.

",['seedy'],"['suit', 'slop', 'shop', 'clothes']",[],8.509978800724962
70,00000003.txt,"the
older hands looked upon a fresh apprentice in the yard with much the
same favor as workingmen of the era of jacquard looked upon the
introduction of a new piece of machinery.","['older', 'fresh', 'much', 'same', 'new']","['hands', 'apprentice', 'yard', 'favor', 'era', 'introduction', 'piece', 'machinery']","[{'hands': ['older'], 'apprentice': ['fresh'], 'favor': ['much', 'same'], 'piece': ['new']}, {'hands': ['older'], 'apprentice': ['fresh'], 'favor': ['much', 'same'], 'piece': ['new']}, {'hands': ['older'], 'apprentice': ['fresh'], 'favor': ['much', 'same'], 'piece': ['new']}, {'hands': ['older'], 'apprentice': ['fresh'], 'favor': ['much', 'same'], 'piece': ['new']}]",7.3541349990712845
71,00000003.txt,"he went as meanly dressed as a tramp, and as careless of contemporary
criticism; yet clear down in his liver, or somewhere in his anatomy,
he nourished an odd abstract pride in the family shackford.","['contemporary', 'odd', 'abstract']","['tramp', 'careless', 'criticism', 'liver', 'anatomy', 'pride', 'family', 'shackford']","[{'criticism': ['contemporary'], 'pride': ['odd', 'abstract']}, {'criticism': ['contemporary'], 'pride': ['odd', 'abstract']}]",8.476304597686024
72,00000003.txt,"it was therefore with a disgust entirely apart from the
hatred of slocum or regard for richard that the old man exclaimed, ""a
shackford a miserable marble-chipper!""

""that is better than hanging around the village with my hands in
my pockets.","['old', 'miserable', 'better']","['disgust', 'hatred', 'slocum', 'regard', 'man', 'marble', 'chipper', 'village', 'hands', 'pockets']","[{'man': ['old'], 'chipper': ['miserable']}, {'man': ['old'], 'chipper': ['miserable']}]",7.803034483324939
73,00000003.txt,"with one shirt and a lot of bad sailor habits.""

""my one shirt is my only very bad habit,"" said richard, with a
laugh,--he could laugh now,--""and","['bad', 'bad']","['shirt', 'lot', 'sailor', 'habits', 'shirt', 'habit', 'laugh,--he', 'now,--""and']","[{'habits': ['bad'], 'habit': ['bad']}, {'habits': ['bad'], 'habit': ['bad']}]",7.276785457880434
74,00000003.txt,"you
can understand,"" growled mr. shackford, reaching out for his straw
hat, which he put on and crushed over his brows, ""i don't keep a
boarding-house for slocum's hands.",[],"['straw', 'hat', 'brows', 'boarding', 'house', 'slocum', 'hands']",[],7.308545837980571
75,00000003.txt,"the idea smiled so pleasantly in
richard's fancy that he pushed the plate away from him impatiently,
and picked up his hat which lay on the floor beside the chair.

",[],"['idea', 'fancy', 'plate', 'hat', 'floor', 'chair']",[],6.412457752884045
76,00000003.txt,"""

""i thought you couldn't mean me,"" said william, thrusting his
hands into the pockets of his monkey-jacket, and sauntering off in
the direction of the stillwater hotel, where there was a choice
company gathered, it being saturday night, and the monthly meeting of
the union.

",['monthly'],"['hands', 'pockets', 'monkey', 'jacket', 'direction', 'stillwater', 'hotel', 'choice', 'company', 'night', 'meeting', 'union']",[{'meeting': ['monthly']}],6.779042900781742
77,00000003.txt,"five or six men, who had worked
elsewhere at this branch, were turned over to the new department,
with stevens as foreman and richard as designer.",['new'],"['men', 'branch', 'department', 'stevens', 'foreman', 'designer']",[{'department': ['new']}],6.6644020174390075
78,00000003.txt,"he was a grotesque figure now, in his napless hat and
broken-down stock.","['grotesque', 'napless']","['figure', 'hat', 'stock']","[{'figure': ['grotesque'], 'hat': ['napless'], 'stock': ['broken']}, {'figure': ['grotesque'], 'hat': ['napless'], 'stock': ['broken']}, {'figure': ['grotesque'], 'hat': ['napless'], 'stock': ['broken']}]",9.334008906832386
79,00000003.txt,"the metal button-holes on his ancient waistcoat
had worn their way through the satin coverings, leaving here and
there a sparse fringe around the edges, and somehow suggesting little
bald heads.","['ancient', 'sparse', 'little', 'bald']","['metal', 'button', 'holes', 'waistcoat', 'way', 'satin', 'coverings', 'fringe', 'edges', 'heads']","[{'waistcoat': ['ancient'], 'fringe': ['sparse'], 'heads': ['little', 'bald']}, {'waistcoat': ['ancient'], 'fringe': ['sparse'], 'heads': ['little', 'bald']}, {'waistcoat': ['ancient'], 'fringe': ['sparse'], 'heads': ['little', 'bald']}]",7.749734996030744
80,00000003.txt,"richard looked puzzled for a moment, and then exclaimed,
""margaret, you have got on a long dress!""

","['puzzled', 'long']","['moment', 'dress']",[{'dress': ['long']}],6.487122988860228
81,00000003.txt,"margaret asked, promptly stopping
the needle in the hem.

",[],['needle'],[],9.69719705341024
82,00000003.txt,"margaret gravely rolled up her sleeve to the elbow, and
contemplated the hand and wrist critically.

",[],"['sleeve', 'elbow', 'hand']",[],7.960854706854497
83,00000003.txt,"that long dress, too!",['long'],['dress'],[{'dress': ['long']}],8.95910392621655
84,00000003.txt,"""imagine him,"" he cried,--""imagine
methuselah in his eight or nine hundredth year, dressed in his
customary bridal suit, with a sprig of century-plant stuck in his
button-hole!""

""richard,"" said margaret solemnly, ""you shouldn't speak jestingly
of a scriptural character.","['hundredth', 'customary', 'scriptural']","['methuselah', 'year', 'bridal', 'suit', 'sprig', 'century', 'plant', 'button', 'hole', 'character']","[{'year': ['hundredth'], 'suit': ['customary'], 'character': ['scriptural']}, {'year': ['hundredth'], 'suit': ['customary'], 'character': ['scriptural']}, {'year': ['hundredth'], 'suit': ['customary'], 'character': ['scriptural']}]",6.403416280962885
85,00000003.txt,"i am interested in trivial matters,--in the
weather, in my spring hat, in what you are going to do next, and the
like.","['interested', 'trivial', 'like']","['matters,--in', 'weather', 'spring', 'hat']","[{'matters,--in': ['trivial']}]",6.788973866973164
86,00000003.txt,"they used to talk
of a ship that got away from charleston with a cargo of cotton that
netted the share-holders upwards of two hundred thousand dollars.",[],"['ship', 'cargo', 'cotton', 'share', 'holders', 'dollars']",[],6.81096907215731
87,00000003.txt,"among the exotics in stillwater, which even boasted a featureless
celestial, who had unobtrusively extinguished himself with a
stove-pipe hat, torrini was the only figure that approached
picturesqueness.","['featureless', 'only']","['exotics', 'stillwater', 'celestial', 'stove', 'pipe', 'hat', 'torrini', 'figure', 'picturesqueness']","[{'celestial': ['featureless'], 'figure': ['only']}, {'celestial': ['featureless'], 'figure': ['only']}]",7.458685316322596
88,00000003.txt,"in this mood he lets himself be flown away by the
breath of some loud-mouthed demagogue, who has no interest in the
matter beyond hearing his own talk and passing round the hat after
the meeting is over.","['loud', 'mouthed', 'own']","['mood', 'breath', 'demagogue', 'interest', 'matter', 'talk', 'hat', 'meeting']","[{'demagogue': ['mouthed'], 'talk': ['own']}, {'demagogue': ['mouthed'], 'talk': ['own']}]",6.233884726840174
